,content,Type,sentiment,preprocessed,pos_tags
958,2 клада ПУСТЫХ + НЕБЕРИТЕ ТУТ НЕ ЧЕГО КЛАДЫ + ГОСЫ СТОЯТ!!!! Покемон швыр,МД,-1,клад пустой небрать клад гос стоять покемон швыр,NUM NOUN ADJ SYM NOUN ADV PART PRON NOUN SYM PROPN VERB NOUN NOUN
959,"Ненаход, магазин не принял никакие меры!",МД,-1,ненаход магазин принять никакой мера,NOUN NOUN PART VERB DET NOUN
960,"Курьер просто конченый, мало того что упаковал в малозаметную упаковку, сделал фото низкого разрешения, так еще и не понятно спрятал в дупло с припиской в траве, потеряли время и деньги",МД,-1,курьер просто конченый мало упаковать малозаметный упаковка сделать фото низкий разрешение ещё понятно спрятать дупло приписка трава потерять время деньга,NOUN PART VERB ADV PRON PRON VERB ADP ADJ NOUN VERB NOUN ADJ NOUN ADV ADV PART PART ADV VERB ADP NOUN ADP NOUN ADP NOUN VERB NOUN CCONJ NOUN
961,"Крч, кладмен даже не кидает клады, а в диспуте какие-то выблядки ебучие, в общем магазин несоветую. Ну или если у вас дохуя лишних денег, то можете попробовать!",МД,-1,крч кладмена кидать клад диспут выблядок ебучий общий магазин несоветовать дохуй лишний деньга мочь попробовать,NOUN NOUN PART PART VERB NOUN CCONJ ADP NOUN DET NOUN ADJ ADP ADJ NOUN NOUN PART CCONJ SCONJ ADP PRON NOUN ADJ NOUN SCONJ VERB VERB
962,Фото не соответсвует координатам В диспуте начале ебать мозги В общем крайне хреновый мазвг не рекомендую Не наход 0 из 10,МД,-1,фото соответсвовать координата диспут начало ебать мозг общий крайне хреновый мазвг рекомендовать наход,NOUN PART VERB NOUN ADP ADJ NOUN VERB NOUN ADP ADJ ADV ADJ NOUN PART VERB PART NOUN NUM ADP NUM
963,"Фото ночные не понятно где искать как ориентироваться, попросили более 5 фото чтобы минер указал через кучу приложений, по комментарием вроде в касание, а мне помочь не захотели, печально время деньги в пустую.",МД,-1,фото ночной понятно искать ориентироваться попросить фото минёр указать куча приложение комментарий вроде касание помочь захотеть печально время деньга пустой,NOUN ADJ PART ADJ ADV VERB ADV VERB VERB ADV NUM NOUN SCONJ NOUN VERB ADP NOUN NOUN ADP NOUN ADV ADP NOUN CCONJ PRON VERB PART VERB ADV NOUN NOUN ADP ADJ
964,"Третий ненаход подряд заставляет задуматься в вашей клиентоориентированности, еще и ТОП 4 на площадке ""процветания"" шопу.",МД,-1,третий ненаход подряд заставлять задуматься ваш клиентоориентированность ещё топ площадка процветание шоп,ADJ NOUN ADV VERB VERB ADP DET NOUN ADV PART PROPN NUM ADP NOUN NOUN NOUN
965,"Клада там и не было. Хоть и рулетка, но все же обидно. Ещё и героиновые упыри лазили искали свои позиции. Ложите им в других местах, не приятно пересекаться с этими ничтожествами. Чуть не забыл добавить: надо быть моральным уродом чтоб черную изоленту ложить в черную землю. Надеюсь этого козла поймают и посадят!!!",МД,-1,клад рулетка всё обидно ещё героиновый упырь лазить искать свой позиция класть место приятно пересекаться ничтожество забыть добавить моральный урод чёрный изолента ложить чёрный земля надеяться это козёл поймать посадить,NOUN ADV PART PART VERB ADV PART NOUN CCONJ PART PART ADJ ADV PART ADJ NOUN VERB VERB DET NOUN VERB PRON ADP ADJ NOUN PART ADJ VERB ADP DET NOUN ADV PART VERB VERB ADV AUX ADJ NOUN SCONJ ADJ NOUN VERB ADP ADJ NOUN VERB DET NOUN VERB CCONJ VERB
966,"Отврат, опять ненаход, иди вы со своим свежиими кладами",МД,-1,отврата ненаход идти свой свежиий клад,INTJ ADV VERB VERB PRON ADP DET ADJ NOUN
967,"Оператор очень тугой на решения, чтоб получить свое по вине магазина, ты должен сделать целое портфолио, не стал заморачиваться, колецевую не берите, не найдёте, посадка повалена бульдозером",МД,-1,оператор очень тугой решение получить свой вина магазин должный сделать целое портфолио стать заморачиваться колецевый брать найти посадка повалить бульдозер,NOUN ADV ADJ ADP NOUN SCONJ VERB DET ADP NOUN NOUN PRON ADJ VERB ADJ NOUN PART VERB VERB ADJ PART VERB PART VERB NOUN VERB NOUN
968,"Взял клад тапки2шт на ""восточный"",оказался лес, приехали на адрес, только нашли место, приехал чувак с собакой, мы отошли, позже он крикнул ьожт инет хуевый, да. Начал подходить на место, укусила собака) ушли. Чел уехал пошли на место, место (где он был с собакой) взорваное... Кладмен мудак по кругу все в ямах.. В диспуте 3 заказа потом перезаклад, 2 днюхи сорваны. Всего доброго, не рекомендую",МД,-1,взять клад тапки2шт восточный оказаться лес приехать адрес наслать место приехать чувак собака отойти поздний крикнуть ьожт инет хуёвый начать подходить место укусить собака уйти чел уехать послать место место собака взорваный кладмена мудак круг всё ям диспут заказ перезаклад днюха сорвать весь добрый рекомендовать,VERB NOUN NOUN ADP ADJ VERB NOUN VERB ADP NOUN PART VERB NOUN VERB NOUN ADP NOUN PRON VERB ADV PRON VERB ADP NOUN ADJ CCONJ VERB VERB ADP NOUN VERB NOUN VERB NOUN VERB VERB ADP NOUN NOUN ADV PRON AUX ADP NOUN VERB NOUN NOUN ADP NOUN PART ADP NOUN ADP NOUN NUM NOUN ADV VERB NUM NOUN VERB PRON ADJ PART VERB
969,Ненаход,МД,-1,ненаход,NOUN
970,Адрес не забрал,МД,-1,адрес забрать,NOUN PART VERB
971,"ХУЕТА КЛАД НЕ БЕРИТЕ ПРИКОПЫ ЕЛЕ дошёл до места упал бля Итог ненаход пиздец,грязный иду домой в ахуе",МД,-1,хует клад брать прикопа еле дойти место упасть бля итог ненаход пиздец грязный идти домой ахуй,NOUN PART VERB NOUN PART VERB ADP NOUN VERB VERB PROPN NOUN ADJ VERB ADV ADP NOUN
972,"Недоволен покупкой,купил одну локацию района выпал самый конец района,уехал с пустыми карманами",МД,-1,недовольный покупка купить локация район выпасть самый конец район уехать пустой карман,ADJ NOUN VERB NUM NOUN NOUN VERB ADJ NOUN NOUN VERB ADP ADJ NOUN
973,самый худший магазин,МД,-1,самый плохой магазин,ADJ ADJ NOUN
974,"курьер красавчик, настолько надёжно, что мы не нашли. дисп бессмысленно, потому что аккаунт новый) расстроился...",МД,-1,курьер красавчик настолько надёжно наслать дисп бессмысленно аккаунт новый расстроиться,NOUN NOUN ADV ADV SCONJ PRON PART VERB ADV ADJ ADV SCONJ NOUN ADJ VERB
975,"Точка была в жопе мира, убил почти час времени так ничего и не нашёл, диспут не к чему не привел, очень огорчило...",МД,-1,точка жопа мир убить час время найти диспут привести очень огорчить,NOUN AUX ADP NOUN NOUN VERB ADV NOUN NOUN ADV PRON CCONJ PART VERB NOUN PART ADP PRON PART VERB ADV VERB
976,Место найдено клада нет магазин потерял доверие очень оазочарован клад старый все что пишут 2 недели пффыффффффф,МД,-1,место найти клад магазин потерять доверие очень оазочаровать клад старый всё писать неделя пффыффффффф,NOUN VERB NOUN VERB NOUN VERB NOUN ADV VERB NOUN ADJ PART PRON VERB NUM NOUN
977,"Ненаход, 2 раз подряд, желания работать с этим магазином дальше нету",МД,-1,ненаход подряд желание работать это магазин далёкий нету,NOUN NUM NOUN ADV NOUN VERB ADP DET NOUN ADV VERB
978,магаз с огромной репутацией. но не стоит тут брать. т. к брали на днюху 5шт. был ненаход-пустышка (с другого аккаунта). в этот раз опять то же самое. дис даже открывать не буду - бесполезно. Магазин - говно. 0/0/0,МД,-1,магаз огромный репутация стоить брать брать днюха 5шт ненаход пустышка аккаунт самый дис открывать бесполезно магазин говно,NOUN ADP ADJ NOUN CCONJ PART VERB ADV VERB PRON ADP VERB ADP NOUN PROPN AUX NOUN NOUN ADP ADJ NOUN ADP DET NOUN ADV PRON PART ADJ NOUN PART VERB PART AUX ADJ NOUN NOUN NUM NUM NUM
979,"Брал два адреса, ни один найден не был! Ну и ответ очевиден клад свежий, пропажа исключена.... Решайте сами Миру мир",МД,-1,брать адрес найти ответ очевидный клад свежий пропажа исключить решать мир мир,VERB NUM NOUN CCONJ NUM VERB PART VERB PART CCONJ NOUN ADJ NOUN ADJ NOUN VERB VERB ADJ PROPN NOUN
980,"КМ ложит пустые клады!Даже диспут не буду открывать тк заблочили старый акк и пришлось регать новый и на нем первая покупка!Пздц кинуть на 3диска,да подавись ты ублюдок",МД,-1,км класть пустой клад диспут открывать тк заблочили старый акк прийтись регать новый немой первый покупка пздца кинуть 3диск подавиться ублюдок,NOUN VERB ADJ NOUN PART NOUN PART AUX VERB NOUN VERB ADJ NOUN CCONJ VERB VERB ADJ CCONJ ADP PRON ADJ NOUN ADV VERB ADP NOUN CCONJ VERB PRON NOUN
981,"Не наход, обходите магаз стороной В спб точно лучше не 6рать, клад очень старый, месяца 3-4 ему Место капец палевное, люди ходят постоянно Тем. кто не хочет потратить деньги в пустую. советую сюда не о6ращаться Магазин же конечно на встречу не пошел. предложил купон наа 30% или сделать еще 3 покупки на ту же сумму",МД,-1,наход обходить магаз сторона спб точно хороший 6рать клад очень старый месяц место капец палевной человек ходить постоянно хотеть потратить деньга пустой советовать сюда о6ращаться магазин встреча пойти предложить купон наа сделать ещё покупка сумма,PART NOUN VERB NOUN NOUN ADP NOUN ADV ADJ PART VERB NOUN ADV ADJ NOUN NUM NUM PRON NOUN ADV ADJ NOUN VERB ADV DET PRON PART VERB VERB NOUN ADP ADJ VERB ADV PART VERB PROPN PART ADV ADP NOUN PART VERB VERB NOUN ADP NUM SYM CCONJ VERB ADV NUM NOUN ADP DET PART NOUN
982,Клад был сделан ранней весной. Тяжело было найти место. Проходное место. Не наход.,МД,-1,клад сделать ранний весна тяжело найти место проходной место наход,NOUN AUX VERB ADJ NOUN ADJ AUX VERB NOUN ADJ NOUN PART NOUN
983,"За три захода ничего не найдено. Замену не дали. Магазин уверяет, что все позиции свежие и регулярно ведётся повышение качества обслуживания, а на деле - кладу почти месяц. Сделан у падика, где всё со всех сторон просматривается, и жители лупят в окна прям в метре от точки. Каждый сделал выводы",МД,-1,заход найти замена дать магазин уверять всё позиция свежий регулярно вестись повышение качество обслуживание дело класть месяц сделать падик всё весь сторона просматриваться житель лупить окно прям метр точка каждый сделать вывод,ADP NUM NOUN PRON PART VERB NOUN PART VERB NOUN VERB SCONJ DET NOUN ADJ CCONJ ADV VERB NOUN NOUN NOUN CCONJ ADP NOUN VERB ADV NOUN VERB ADP NOUN ADV PRON ADP DET NOUN VERB CCONJ NOUN VERB ADP NOUN NOUN ADP NOUN ADP NOUN DET VERB NOUN
984,"Ненаход. Еще и отказали, с другими ""конфетами"" у этого же магазина все ок. Я не знаю, как работает кладмен, но это точно минус.",МД,-1,ненаход ещё отказать конфета это магазин всё около знать работать кладмена это точно минус,NOUN ADV PART VERB ADP ADJ NOUN ADP DET PART NOUN DET NOUN PRON PART VERB ADV VERB NOUN CCONJ PRON ADV NOUN
985,ненаход..,МД,-1,ненаход,NOUN
986,ненаход в девяткино бугры,МД,-1,ненаход девяткино бугор,NOUN ADP NOUN NOUN
987,"НЕНАХОД! Как можно размещать клад в подьезде который обклеен листовками с текстом "" если вы видите в подьезде лиц от 18 до 40 вызывайте полицию это наркоторговцы.""",МД,-1,ненаход размещать клад подьезда который обклеить листовка текст видеть подьезда лицо вызывать полиция это наркоторговец,NOUN ADV ADV VERB NOUN ADP NOUN PRON VERB NOUN ADP NOUN SCONJ PRON VERB ADP NOUN NOUN ADP NUM ADP NUM VERB NOUN PRON NOUN
988,"На адрике ненаход, больше брать не буду",МД,-1,адрик ненаход большой брать,ADP NOUN NOUN ADV VERB PART AUX
989,В одном лесу 3 ненахода вопрос решали в ночь купили 4 в другом месте нашли сразу Вернули купоном больше тут не возьму То что они включили недоверия к тому что я правда не нашёл очень обидно Много увас брал и был постояльцем буду брать в цуме,МД,-1,лес ненаход вопрос решать ночь купить друг место наслать сразу вернуть купон большой взять включить недоверие правда найти очень обидно увас брать постоялец брать цум,ADP NUM NOUN NUM NOUN NOUN VERB ADP NOUN VERB NUM ADP ADJ NOUN VERB ADV VERB NOUN ADV ADV PART VERB PRON PRON PRON VERB NOUN ADP PRON PRON PRON ADV PART VERB ADV ADV ADV NOUN VERB CCONJ AUX NOUN AUX VERB ADP NOUN
990,Выиграл с 1 фишки и ненаход,МД,-1,выиграть фишка ненаход,VERB ADP NUM NOUN CCONJ NOUN
991,Магазин отказался в помощи с ненаходом...,МД,-1,магазин отказаться помощь ненаход,NOUN VERB ADP NOUN ADP NOUN
992,"Клада на месте не оказалось, диспут открывать не буду тк, фото сделать не успел, в двух шагах бухали школьники и подъехали менты к ним, мы сразу свалили, должен был быть тайник, но подняв кусок бетона, покопавшись под ним клада не обнаружил, дальше все изложил выше",МД,-1,клад место оказаться диспут открывать тк фото сделать успеть шаг бухать школьник подъехать мент сразу свалить должный тайник поднять кусок бетон покопаться клад обнаружить далёкий всё изложить выше,NOUN ADP NOUN PART VERB NOUN VERB PART AUX NOUN NOUN VERB PART VERB ADP NUM NOUN VERB NOUN CCONJ VERB NOUN ADP PRON PRON ADV VERB ADJ AUX AUX NOUN CCONJ VERB NOUN NOUN VERB ADP PRON NOUN PART VERB ADV PRON VERB ADV
993,"МУРОМ НЕ СОВЕТУЮ! ПОДНЯЛ ХУЙ ПОЙМИ ЧТО! порошок зеленого цвета в паке запил минералкой, обосрался!прихода 0 магаз гнилой,лучше бы орбиту взял или эмиратов. Рот ебал ваш гандоны. Клады в поле в карачарове шкурьте несчастно, щас туда еду все пошкурю и выкину . ПИДАРЫ! МАТЬ ЕБАЛ ВАШУ,КОСАРЬ В НЕКУДА",МД,-1,мур советовать поднять хуй понять порошок зелёный цвет пак запить минералка обосраться приход магаз гнилой хороший орбита взять эмират рот ебал ваш гандон клад поле карачаров шкурить несчастный туда еда всё пошкурить выкинуть пидар мать ебал ваш косарь некуда,NOUN PART VERB VERB PROPN VERB PRON NOUN ADJ NOUN ADP NOUN VERB NOUN VERB NOUN NUM NOUN ADJ ADV AUX NOUN VERB CCONJ NOUN NOUN VERB DET NOUN NOUN ADP NOUN ADP NOUN NOUN ADJ CCONJ ADV NOUN DET NOUN CCONJ NOUN PROPN NOUN VERB NOUN ADP ADV
994,Ненаход.,МД,-1,ненаход,NOUN
995,"Метка ...., летает Клад не соответствует точки на фото Стас трудный в кустах, дебри",МД,-1,метка летать клад соответствовать точка фото стас трудный куст дебри,NOUN VERB PROPN PART VERB NOUN ADP NOUN PROPN ADJ ADP NOUN NOUN
996,"ненаход, кладмен куда-то поставил метку ваще хз куда",МД,-1,ненаход кладмена поставить метка ващий хз,NOUN NOUN ADV VERB NOUN NOUN INTJ ADV
997,На месте ничего не было,МД,-1,место,ADP NOUN PRON PART VERB
998,"На месте ничего не было, т.е. ненаход",МД,-1,место ненаход,ADP NOUN PRON PART VERB CCONJ NOUN
999,"мда, смените курьера чтоли, вообщем ненаходов стало очень много что-то, фотка смазанная и издалека, клад у столба возле дороги, где убираются дворники и косят траву, перезаклад после 3 успешных покупок? спасибо не надо, с магазином все ясно.",МД,-1,мда сменить курьер чтоль вообщий ненаход стать очень фотка смазать издалёка клад столб возле дорога убираться дворник косить трава перезаклад успешный покупка спасибо магазин всё ясно,NOUN VERB NOUN ADV ADV NOUN VERB ADV ADV PRON NOUN VERB CCONJ ADV NOUN ADP NOUN ADP NOUN ADV VERB NOUN CCONJ VERB NOUN VERB ADP NUM ADJ NOUN NOUN PART ADV ADP NOUN PRON ADJ
1000,Ненаход,Тест,-1,ненаход,NOUN
1001,Не наход!!! На моем адресе скосили траву вместе с моим кладом,Тест,-1,наход адрес скосить трава вместе клад,PART NOUN ADP DET NOUN VERB NOUN ADV ADP DET NOUN
1002,0/0/0 Ненаход! Сказали курьер молодец! Мои версии и объяснения не принимают! Потратил время деньги и нервы! Остался негатив! Не доволен! Жаль что не хотят решать проблемы! Адекватно все расскал! Жаль!,Тест,-1,ненаход сказать курьер молодец версия объяснение принимать потратить время деньга нерв остаться негатив довольный жаль хотеть решать проблема адекватно всё расскал жаль,NUM PROPN PROPN VERB NOUN NOUN DET NOUN CCONJ NOUN PART VERB VERB NOUN NOUN CCONJ NOUN VERB NOUN PART ADJ ADV SCONJ PART VERB VERB NOUN ADV PRON VERB ADV
1003,"пустота, взорвали прям влесополосе!",Тест,-1,пустота взорвать прям влесополоса,NOUN VERB ADP NOUN
1004,"Первый раз ставлю такую оценку,по болотам в кросовочках мокрый до трусов я больше гулять не особо хочу,гуляйте сами там,место так и не нашлось, коорды сбиты, до места не доводит,я просто был в ах.е,не надо так делать с пацаками, давайте без меня",Тест,-1,первый ставить оценка болото кросовочек мокрый трус большой гулять особо хотеть гулять место найтись коорда сбить место доводить просто ах делать пацаками давать,ADJ NOUN VERB DET NOUN ADP NOUN ADP NOUN ADJ ADP NOUN PRON ADV VERB PART ADV VERB VERB ADJ ADV NOUN ADV PART PART VERB NOUN VERB ADP NOUN PART VERB PRON PART AUX ADP NOUN PART ADV ADV VERB ADP NOUN VERB ADP PRON
1005,"Первое обращение в данный магазин, сразу же пустой клад, все доказательства предоставил, просил манибек, никакие рекламы не нужны были, потому что вечер был испорчен и употребляю только в ситуации когда этого действительно не помешает, а не без разбора, предложили купить 3 раза в магазине затем дадут реклад, с удовольствием отказался от данного предложения, выводы сделаны дискуссии продолжать нет времени тем более из за стаффа, карма напомнит о балансе плохого хорошего, всем мир",Тест,-1,первый обращение данный магазин сразу пустой клад всё доказательство предоставить просить манибек никакой реклама нужный вечер испортить употреблять ситуация это действительно помешать разбор предложить купить магазин затем дать реклад удовольствие отказаться данный предложение вывод сделать дискуссия продолжать время стафф карма напомнить баланс плохой хороший весь мир,ADJ NOUN ADP ADJ NOUN ADV PART ADJ NOUN DET NOUN VERB VERB NOUN DET NOUN PART ADJ AUX ADV SCONJ NOUN AUX VERB CCONJ VERB PART ADP NOUN SCONJ PRON ADV PART VERB CCONJ PART ADP NOUN VERB VERB NUM NOUN ADP NOUN ADV VERB NOUN ADP NOUN VERB ADP ADJ NOUN NOUN VERB NOUN VERB VERB NOUN PRON ADV ADP ADP NOUN NOUN VERB ADP NOUN ADJ ADJ PRON NOUN
1006,"Ненаход, какой раз уже",Тест,-1,ненаход,NOUN DET NOUN ADV
1007,"НЕНАХОД , ПАРК СОСНОВКА КЛАДМЕН БРОСАЕТ ПУСТЫРИ!!!!! ПАРНИ БУДЬТЕ ГОТОВЫ К ПУСТЫМ АДРЕСАМ ПЕРЕОДИЧЕСКИ - И ДИСПУТЫ ЛУЧШЕ НЕ ОТКРЫВАЙТЕ ЧТОБЫ ДРУГИЕ ПОРЯДОЧНЫЕ ЛЮДИ ВИДЕЛИ ЧТО СТОИТ НОЛЬ И ЛУЧШЕ НЕ БРАТЬ ТУТ!!!! ГОВОРЯТ ОЦЕНКУ ИЗМЕНИ МИНЁР ЗАЙДЕТ РЕШИМ ВОПРОс! ДУМАЮТ САМЫЕ УМНЫЕ ОЦЕНКУ ИЗМЕНИШЬ ОДИН РАЗ И ВСЁ РЕБЯТ НЕ ВИДИТЕСЬ НА УЛОВКИ ПОЛУПОКЕРОВ!!!!!!!!!!!!!!!",Тест,-1,ненаход парк сосновка кладмена бросать пустырь парень готовый пустой адрес переодичёска диспут хороший открывать порядочный человек видеть стоить ноль хороший брать говорить оценка изменить минёр зайти решить вопрос думать самый умный оценка изменить всё ребята видеться уловка полупокер,NOUN PROPN PROPN ADV VERB NOUN NOUN AUX ADJ ADP ADJ NOUN ADV CCONJ NOUN ADJ PART VERB SCONJ ADJ ADJ NOUN VERB PRON VERB NOUN CCONJ ADJ PART VERB ADV VERB NOUN VERB NOUN VERB VERB NOUN VERB ADJ ADJ NOUN VERB NUM NOUN CCONJ DET NOUN PART VERB ADP NOUN NOUN
1008,Клад не найден! Смысла нету писать в Диспут!,Тест,-1,клад найти смысл нету писать диспут,NOUN PART VERB NOUN VERB VERB ADP PROPN
1009,"Адекватные посетители данного магазина, имейте ввиду, что клады данный магазин кладет в парках,как известно всем, давно устаревшем для кладов месте. Был ненаход, оперативно предложили 3 покупки и кэшбэк, но кому нужны еще 3 сомнительных клада в лесу... ББ",Тест,-1,адекватный посетитель данный магазин иметь ввиду клад данный магазин класть парка известно весь давно устаревший клад место ненаход оперативно предложить покупка кэшбэк нужный ещё сомнительный клад лес бб,ADJ NOUN ADJ NOUN VERB ADP SCONJ NOUN ADJ NOUN VERB ADP NOUN SCONJ ADJ PRON ADV VERB ADP NOUN NOUN AUX NOUN ADV VERB NUM NOUN CCONJ NOUN CCONJ PRON ADJ ADV NUM ADJ NOUN ADP NOUN NOUN
1010,"Ненаход. Закрытая парадная с огромным потоком людей и невозожностью сфотографировать... Кладмен чудила и если уж он работает в доставке и выберает для кладов парадные, пусть старается выбирать менее мажорные, а ещё лучше до оффера на ценнике указывать [парадная], чтоб люди настроение себе не портили после оплаты, а сразу игнорировали такие вот клады.",Тест,-1,ненаход закрытый парадный огромный поток человек невозожность сфотографировать кладмена чудила работать доставка выбераета клад парадный пусть стараться выбирать менее мажорный ещё хороший оффер ценник указывать парадный человек настроение портить оплата сразу игнорировать клад,NOUN ADJ ADJ ADP ADJ NOUN NOUN CCONJ NOUN VERB NOUN NOUN CCONJ SCONJ PART PRON VERB ADP NOUN CCONJ VERB ADP NOUN ADJ SCONJ VERB VERB ADV ADJ CCONJ ADV ADJ ADP NOUN ADP NOUN VERB ADJ SCONJ NOUN NOUN PRON PART VERB ADP NOUN CCONJ ADV VERB DET PART NOUN
1011,"Ненаход. Клад указан Четко, ошибиться и ненайти невозможно, Точно отсутствовал. Место интуитивное и ""Расспростроненное"". Пока ждал ответа решил взять еще один клад тут же. Второй клад оказался в 10 метрах от первого и тоже пусто! Оба клада были идинтичные, в оинаковых метах и легко могли быть сошкурины обходом вокруг дома. Перезакладов недобился. Больше не вернусь. Обидно. Фото я представил, не врите.",Тест,-1,ненаход клад указать чётко ошибиться ненайти невозможно точно отсутствовать место интуитивный расспростроненный пока ждать ответ решить взять ещё клад второй клад оказаться метр первый пусто оба клад идинтичный оинаков мета легко мочь сошкуриный обход вокруг дом перезаклад недобиться большой вернуться обидно фото представить врать,NOUN NOUN VERB ADV VERB CCONJ VERB ADJ ADV VERB NOUN ADJ CCONJ VERB SCONJ VERB NOUN VERB VERB ADV NUM NOUN ADV PART ADJ NOUN VERB ADP NUM NOUN ADP ADJ CCONJ PART ADJ NUM NOUN AUX ADJ ADP ADJ NOUN CCONJ ADV VERB AUX NOUN NOUN ADP NOUN NOUN VERB ADV PART VERB ADJ NOUN PRON VERB PART VERB
1012,"Это ебаная залупа, ребят не ведитесь, на кладах ждут принимают и пиздиют, сама нарвалась на это и ребята рассказывали, почему нет подобных комментариев потому что люди боятся писать, запугивают и угрожают, а я нашла смелости написать, люди остерегайтесь данного магазина",Тест,-1,это ёбаный залупа ребята вестись клад ждать принимать пиздить нарваться это ребята рассказывать почему подобный комментарий человек бояться писать запугивать угрожать найти смелость написать человек остерегаться данный магазин,PRON ADJ NOUN NOUN PART VERB ADP NOUN VERB VERB CCONJ VERB ADJ VERB ADP PRON CCONJ NOUN VERB ADV VERB ADJ NOUN ADV SCONJ NOUN VERB VERB VERB CCONJ VERB CCONJ PRON VERB NOUN VERB NOUN VERB ADJ NOUN
1013,"Место надежное, но клада там не было. Очень расстроен",Тест,-1,место надёжный клад очень расстроить,NOUN ADJ CCONJ NOUN ADV PART VERB ADV VERB
1014,"Шишка ни о чем, дикий прес и курится на уровне бошка-шмаль. Магазин полное днище, не советую здесь покупать",Тест,-1,шишка дикий прес куриться уровень бошка шмаля магазин полный днище советовать покупать,NOUN PART ADP PRON ADJ NOUN CCONJ VERB ADP NOUN NOUN VERB NOUN ADJ NOUN PART VERB ADV VERB
1015,"Давно не встречал нормальных шишек в Перми, удивили",Тест,1,давно встречать нормальный шишка пермь удивить,ADV PART VERB ADJ NOUN ADP PROPN VERB
1016,"Все чётко как всегда . В касание. Сразу закрыть не смог , еле востановил Пароль",Тест,1,всё чётко касание сразу закрыть смочь еле востановить пароль,PRON ADV SCONJ ADV ADP NOUN ADV VERB PART VERB PART VERB PROPN
1017,"Все на месте от души, правда пришлось проебаться из-за праздничной быдлятины в парках",Тест,1,всё место душа правда прийтись проебаться праздничный быдлятина парка,PRON ADP NOUN ADP NOUN ADV VERB VERB ADP ADJ NOUN ADP NOUN
1018,"поднял в касание, всё четко.",Тест,1,поднять касание всё чётко,VERB ADP NOUN PRON ADV
1019,"Нашёл свою двушечку , все ок! Место было спокойное и беспалевное, описание с 6! фото- ну молодцы",Тест,1,найти свой двушечка всё около место спокойный беспалевной описание фото молодец,VERB DET NOUN DET NOUN NOUN AUX ADJ CCONJ ADJ NOUN ADP NUM NOUN PART NOUN
1020,"хорошие шишки! квест, ну уж очень глубоко засунул... я чисто интуитивно решил дальше порыть, хотя должно было бы быть в косание, но это мелочи, шишуля у меня. Место огонек, удалось повозиться",Тест,1,хороший шишка квест очень глубоко засунуть чисто интуитивно решить далёкий порыть хотя должный косание это мелочь шишуля место огонёк удаться повозиться,ADJ NOUN NOUN PART PART ADV ADV VERB PRON ADV ADV VERB ADV VERB SCONJ ADJ AUX AUX AUX ADP NOUN CCONJ PRON NOUN VERB ADP PRON NOUN NOUN VERB VERB
1021,"Идеально все!!!место выбрано очень удачно, тихое спокойное и одновременно надежное! Забрала за пару секунд не привлекая лишнего внимания! Вес четкий! Качество просто бомба, накур плавный но довольно сильный, расход минимальный. Держит долго а отпускает едва заметно, однозначно советую всем попробовать, не пожалеете!)",Тест,1,идеально всё место выбрать очень удачно тихий спокойный одновременно надёжный забрать пара секунда привлекать лишний внимание вес чёткий качество просто бомба накура плавный довольно сильный расход минимальный держать долго отпускать едва заметно однозначно советовать весь попробовать пожалеть,ADJ PRON NOUN VERB ADV ADV ADJ ADJ CCONJ ADV ADJ VERB ADP NOUN NOUN PART VERB ADJ NOUN NOUN ADJ NOUN PART NOUN ADV ADJ CCONJ ADV ADJ NOUN ADJ VERB ADV CCONJ VERB ADV ADV ADV VERB PRON VERB PART VERB
1022,"Интересный, легкий квест: локация удобная, но людная. Фотки, корды, все понятно, информативно, четко, а текстовое доп. описание - отдельное спасибо)))) Касание. Стафф - выше ожиданий, что не может не радовать)))) Спасибо!",Тест,1,интересный лёгкий квест локация удобный людный фотка корд всё понятно информативный чётко текстовый доп описание отдельный спасибо касание стаффа выше ожидание мочь радовать спасибо,ADJ ADJ NOUN NOUN ADJ CCONJ ADJ NOUN NOUN PRON ADJ ADJ ADV CCONJ ADJ NOUN NOUN ADJ NOUN NOUN NOUN ADJ NOUN PRON PART VERB PART VERB NOUN
1023,спасибо все на месте! КМ немного перестарался бро))) кординаты отличались аж на 30 метров((( пришлось повозится...,Тест,1,спасибо всё место км немного перестараться бро кордината отличаться аж метр прийтись повозиться,NOUN PART ADP NOUN NOUN ADV VERB NOUN NOUN VERB PART ADP NUM NOUN VERB VERB
1024,"место и исполнение топ! шишка вкусная, убаюкивает мощненько)",Тест,1,место исполнение топ шишка вкусный убаюкивать мощненький,NOUN CCONJ NOUN NOUN NOUN ADJ VERB ADV
