content;Type;sentiment
Указанное место клада прямо под камерой. Кладмен, где твои мозги?!;МД;-1
Куча ненаходов, около 5, магазин даёт замену, и все равно пусто не советую брать вам здесь, диски слабые и то если найдёте это говорю вам я человек который здесь сделал около 10 покупок выводы делайте сами, клады старые, летние, в описание не верьте;МД;-1
два раза брал в этом магазине и два раза ненаход,магазин кидалово проблемы не решает,ссылается на статистику покупателя,я очень редко что то употребляю да и за два колеса смысл че то мутить и устраивать эти качели. Первый раз отзыв не оставлял так как брал уценку и выиграл в рулетку тем более,но второй раз это уже слишком,прощаюсь с этим магазином.;МД;-1
Не наход;МД;-1
Ненаход, магазин отказался выдать замену, надо ж было подумать паковать в белую изу зимой.Клады у них свежие как чебуреки на вокзале.Модератор закрыл в пользу покупателя;МД;-1
Ненаход, выиграли в рулетке. заявлен другой район, вырыли яму 10+см и ничего не нашли, магазин вежлево послал нахуй и не захотел даже слушать и что либо проверять, делайте выводы;МД;-1
2 клада ПУСТЫХ + НЕБЕРИТЕ ТУТ НЕ ЧЕГО КЛАДЫ + ГОСЫ СТОЯТ!!!! Покемон швыр;МД;-1
Ненаход, магазин не принял никакие меры!;МД;-1
Курьер просто конченый, мало того что упаковал в малозаметную упаковку, сделал фото низкого разрешения, так еще и не понятно спрятал в дупло с припиской в траве, потеряли время и деньги;МД;-1
Крч, кладмен даже не кидает клады, а в диспуте какие-то выблядки ебучие, в общем магазин несоветую. Ну или если у вас дохуя лишних денег, то можете попробовать!;МД;-1
Фото не соответсвует координатам В диспуте начале ебать мозги В общем крайне хреновый мазвг не рекомендую Не наход 0 из 10;МД;-1
Фото ночные не понятно где искать как ориентироваться, попросили более 5 фото чтобы минер указал через кучу приложений, по комментарием вроде в касание, а мне помочь не захотели, печально время деньги в пустую.;МД;-1
"Третий ненаход подряд заставляет задуматься в вашей клиентоориентированности, еще и ТОП 4 на площадке ""процветания"" шопу.";МД;-1
Клада там и не было. Хоть и рулетка, но все же обидно. Ещё и героиновые упыри лазили искали свои позиции. Ложите им в других местах, не приятно пересекаться с этими ничтожествами. Чуть не забыл добавить: надо быть моральным уродом чтоб черную изоленту ложить в черную землю. Надеюсь этого козла поймают и посадят!!!;МД;-1
Отврат, опять ненаход, иди вы со своим свежиими кладами;МД;-1
Оператор очень тугой на решения, чтоб получить свое по вине магазина, ты должен сделать целое портфолио, не стал заморачиваться, колецевую не берите, не найдёте, посадка повалена бульдозером;МД;-1
"Взял клад тапки2шт на ""восточный"",оказался лес, приехали на адрес, только нашли место, приехал чувак с собакой, мы отошли, позже он крикнул ьожт инет хуевый, да. Начал подходить на место, укусила собака) ушли. Чел уехал пошли на место, место (где он был с собакой) взорваное... Кладмен мудак по кругу все в ямах.. В диспуте 3 заказа потом перезаклад, 2 днюхи сорваны. Всего доброго, не рекомендую";МД;-1
Ненаход;МД;-1
Адрес не забрал;МД;-1
ХУЕТА КЛАД НЕ БЕРИТЕ ПРИКОПЫ ЕЛЕ дошёл до места упал бля Итог ненаход пиздец,грязный иду домой в ахуе;МД;-1
Недоволен покупкой,купил одну локацию района выпал самый конец района,уехал с пустыми карманами;МД;-1
самый худший магазин;МД;-1
курьер красавчик, настолько надёжно, что мы не нашли. дисп бессмысленно, потому что аккаунт новый) расстроился...;МД;-1
Точка была в жопе мира, убил почти час времени так ничего и не нашёл, диспут не к чему не привел, очень огорчило...;МД;-1
Место найдено клада нет магазин потерял доверие очень оазочарован клад старый все что пишут 2 недели пффыффффффф;МД;-1
Ненаход, 2 раз подряд, желания работать с этим магазином дальше нету;МД;-1
магаз с огромной репутацией. но не стоит тут брать. т. к брали на днюху 5шт. был ненаход-пустышка (с другого аккаунта). в этот раз опять то же самое. дис даже открывать не буду - бесполезно. Магазин - говно. 0/0/0;МД;-1
Брал два адреса, ни один найден не был! Ну и ответ очевиден клад свежий, пропажа исключена.... Решайте сами Миру мир;МД;-1
КМ ложит пустые клады!Даже диспут не буду открывать тк заблочили старый акк и пришлось регать новый и на нем первая покупка!Пздц кинуть на 3диска,да подавись ты ублюдок;МД;-1
Не наход, обходите магаз стороной В спб точно лучше не 6рать, клад очень старый, месяца 3-4 ему Место капец палевное, люди ходят постоянно Тем. кто не хочет потратить деньги в пустую. советую сюда не о6ращаться Магазин же конечно на встречу не пошел. предложил купон наа 30% или сделать еще 3 покупки на ту же сумму;МД;-1
Клад был сделан ранней весной. Тяжело было найти место. Проходное место. Не наход.;МД;-1
За три захода ничего не найдено. Замену не дали. Магазин уверяет, что все позиции свежие и регулярно ведётся повышение качества обслуживания, а на деле - кладу почти месяц. Сделан у падика, где всё со всех сторон просматривается, и жители лупят в окна прям в метре от точки. Каждый сделал выводы;МД;-1
"Ненаход. Еще и отказали, с другими ""конфетами"" у этого же магазина все ок. Я не знаю, как работает кладмен, но это точно минус.";МД;-1
ненаход..;МД;-1
ненаход в девяткино бугры;МД;-1
"НЕНАХОД! Как можно размещать клад в подьезде который обклеен листовками с текстом "" если вы видите в подьезде лиц от 18 до 40 вызывайте полицию это наркоторговцы.""";МД;-1
На адрике ненаход, больше брать не буду;МД;-1
В одном лесу 3 ненахода вопрос решали в ночь купили 4 в другом месте нашли сразу Вернули купоном больше тут не возьму То что они включили недоверия к тому что я правда не нашёл очень обидно Много увас брал и был постояльцем буду брать в цуме;МД;-1
Выиграл с 1 фишки и ненаход;МД;-1
Магазин отказался в помощи с ненаходом...;МД;-1
Клада на месте не оказалось, диспут открывать не буду тк, фото сделать не успел, в двух шагах бухали школьники и подъехали менты к ним, мы сразу свалили, должен был быть тайник, но подняв кусок бетона, покопавшись под ним клада не обнаружил, дальше все изложил выше;МД;-1
МУРОМ НЕ СОВЕТУЮ! ПОДНЯЛ ХУЙ ПОЙМИ ЧТО! порошок зеленого цвета в паке запил минералкой, обосрался!прихода 0 магаз гнилой,лучше бы орбиту взял или эмиратов. Рот ебал ваш гандоны. Клады в поле в карачарове шкурьте несчастно, щас туда еду все пошкурю и выкину . ПИДАРЫ! МАТЬ ЕБАЛ ВАШУ,КОСАРЬ В НЕКУДА;МД;-1
Ненаход.;МД;-1
Метка ...., летает Клад не соответствует точки на фото Стас трудный в кустах, дебри;МД;-1
ненаход, кладмен куда-то поставил метку ваще хз куда;МД;-1
На месте ничего не было;МД;-1
На месте ничего не было, т.е. ненаход;МД;-1
мда, смените курьера чтоли, вообщем ненаходов стало очень много что-то, фотка смазанная и издалека, клад у столба возле дороги, где убираются дворники и косят траву, перезаклад после 3 успешных покупок? спасибо не надо, с магазином все ясно.;МД;-1
Ненаход;Тест;-1
Не наход!!! На моем адресе скосили траву вместе с моим кладом;Тест;-1
0/0/0 Ненаход! Сказали курьер молодец! Мои версии и объяснения не принимают! Потратил время деньги и нервы! Остался негатив! Не доволен! Жаль что не хотят решать проблемы! Адекватно все расскал! Жаль!;Тест;-1
пустота, взорвали прям влесополосе!;Тест;-1
Первый раз ставлю такую оценку,по болотам в кросовочках мокрый до трусов я больше гулять не особо хочу,гуляйте сами там,место так и не нашлось, коорды сбиты, до места не доводит,я просто был в ах.е,не надо так делать с пацаками, давайте без меня;Тест;-1
Первое обращение в данный магазин, сразу же пустой клад, все доказательства предоставил, просил манибек, никакие рекламы не нужны были, потому что вечер был испорчен и употребляю только в ситуации когда этого действительно не помешает, а не без разбора, предложили купить 3 раза в магазине затем дадут реклад, с удовольствием отказался от данного предложения, выводы сделаны дискуссии продолжать нет времени тем более из за стаффа, карма напомнит о балансе плохого хорошего, всем мир;Тест;-1
Ненаход, какой раз уже;Тест;-1
НЕНАХОД , ПАРК СОСНОВКА КЛАДМЕН БРОСАЕТ ПУСТЫРИ!!!!! ПАРНИ БУДЬТЕ ГОТОВЫ К ПУСТЫМ АДРЕСАМ ПЕРЕОДИЧЕСКИ - И ДИСПУТЫ ЛУЧШЕ НЕ ОТКРЫВАЙТЕ ЧТОБЫ ДРУГИЕ ПОРЯДОЧНЫЕ ЛЮДИ ВИДЕЛИ ЧТО СТОИТ НОЛЬ И ЛУЧШЕ НЕ БРАТЬ ТУТ!!!! ГОВОРЯТ ОЦЕНКУ ИЗМЕНИ МИНЁР ЗАЙДЕТ РЕШИМ ВОПРОс! ДУМАЮТ САМЫЕ УМНЫЕ ОЦЕНКУ ИЗМЕНИШЬ ОДИН РАЗ И ВСЁ РЕБЯТ НЕ ВИДИТЕСЬ НА УЛОВКИ ПОЛУПОКЕРОВ!!!!!!!!!!!!!!!;Тест;-1
Клад не найден! Смысла нету писать в Диспут!;Тест;-1
Адекватные посетители данного магазина, имейте ввиду, что клады данный магазин кладет в парках,как известно всем, давно устаревшем для кладов месте. Был ненаход, оперативно предложили 3 покупки и кэшбэк, но кому нужны еще 3 сомнительных клада в лесу... ББ;Тест;-1
Ненаход. Закрытая парадная с огромным потоком людей и невозожностью сфотографировать... Кладмен чудила и если уж он работает в доставке и выберает для кладов парадные, пусть старается выбирать менее мажорные, а ещё лучше до оффера на ценнике указывать [парадная], чтоб люди настроение себе не портили после оплаты, а сразу игнорировали такие вот клады.;Тест;-1
"Ненаход. Клад указан Четко, ошибиться и ненайти невозможно, Точно отсутствовал. Место интуитивное и ""Расспростроненное"". Пока ждал ответа решил взять еще один клад тут же. Второй клад оказался в 10 метрах от первого и тоже пусто! Оба клада были идинтичные, в оинаковых метах и легко могли быть сошкурины обходом вокруг дома. Перезакладов недобился. Больше не вернусь. Обидно. Фото я представил, не врите.";Тест;-1
Это ебаная залупа, ребят не ведитесь, на кладах ждут принимают и пиздиют, сама нарвалась на это и ребята рассказывали, почему нет подобных комментариев потому что люди боятся писать, запугивают и угрожают, а я нашла смелости написать, люди остерегайтесь данного магазина;Тест;-1
Место надежное, но клада там не было. Очень расстроен;Тест;-1
Шишка ни о чем, дикий прес и курится на уровне бошка-шмаль. Магазин полное днище, не советую здесь покупать;Тест;-1
Давно не встречал нормальных шишек в Перми, удивили;Тест;1
Все чётко как всегда . В касание. Сразу закрыть не смог , еле востановил Пароль;Тест;1
Все на месте от души, правда пришлось проебаться из-за праздничной быдлятины в парках;Тест;1
поднял в касание, всё четко.;Тест;1
Нашёл свою двушечку , все ок! Место было спокойное и беспалевное, описание с 6! фото- ну молодцы;Тест;1
хорошие шишки! квест, ну уж очень глубоко засунул... я чисто интуитивно решил дальше порыть, хотя должно было бы быть в косание, но это мелочи, шишуля у меня. Место огонек, удалось повозиться;Тест;1
Идеально все!!!место выбрано очень удачно, тихое спокойное и одновременно надежное! Забрала за пару секунд не привлекая лишнего внимания! Вес четкий! Качество просто бомба, накур плавный но довольно сильный, расход минимальный. Держит долго а отпускает едва заметно, однозначно советую всем попробовать, не пожалеете!);Тест;1
Интересный, легкий квест: локация удобная, но людная. Фотки, корды, все понятно, информативно, четко, а текстовое доп. описание - отдельное спасибо)))) Касание. Стафф - выше ожиданий, что не может не радовать)))) Спасибо!;Тест;1
спасибо все на месте! КМ немного перестарался бро))) кординаты отличались аж на 30 метров((( пришлось повозится...;Тест;1
место и исполнение топ! шишка вкусная, убаюкивает мощненько);Тест;1
ВОТ ЭТО ОТ ДУШИ!!! Не перестаю удивляться данном магазину, только положительные эмоции, был открыт диспут товар был не найден,а точнее место заказа,пошли на уступки, сделали перезаклад, далее все было найдено! Ребята, всем рекомендую этот магазин, а те кто пишет что магазин говно, ЭТО НЕПРАВДА,видимо кто-то преследует иные цели!Всем добра и процветания, обязательно вернусь еще раз, потому как данный товар просто БОМБА!!!;Тест;1
Квест - изи, качество - бомба! Рекомендую магазин! Админ дай купон)));Тест;1
Все отлично! Уважаемый кладмен, когда все чётко, я сижу с кладом дома и вспоминаю тебя тёплыми словами. Спасибо за работу! Магазину респект, все круто. Спасибо.;Тест;1
Забрал, спасибо! Надеюсь в будущем ещё увидеть ЮВАО;Тест;1
Доброго дня. Сьем в касание, за качество все знаете, еще вернусь не раз, всем удачи!;Тест;1
Квест сложный, но я его выполнил. Место безлюдное, стафф вроде ничего.;Тест;1
"Ребят,стаф был отличный раньше. Сейчас думаю тоже ничего ;) не повезло мне сегодня малость,ну зато стор адекватный. Поддержа отвечает моментально ) связывался по мини опту-все отлично ! Вообщем,всем находов и благ. Люблю-целую";Тест;1
Большое Спасибо. Всё хорошо.;Тест;1
Спасибо, всё хорошо 10/10/10;Тест;1
Дома Амиго,но квест в ночи был прикольный;Тест;1
Забрал в секунду! Вокруг ни души, как бодрый!!;Тест;1
Пожалуй самый класный магазин по данной позиции радует цена кол и кач на высшем уровне всем советую брать только сдесь ставлю 100 баллов спасибо;Тест;1
забрал с ходу-збсь но один зип и изо это хреновая затея-парвал при размотке и просыпал слегка! с НГ не употреблял и вот мука расшатала лёгкую походку-всем спасибо!;Тест;1
Всё в елочку,приятно иметь дело с такими професионалами!Успехов в делах!;Тест;1
Ровно касание;Тест;1
Спасибо вам за чистейший стафф)забегу ещё);Тест;1
Кура красавчик, 2г в кармане, качество 10/10;Тест;1
Всё ровно;Тест;1
Все на месте, извиняюсь за суету.;Тест;1
Магазин чёткий! Рекомендую! И качество отменное!;Тест;1
Все супер убийственныц меф);Тест;1
такое случается, договорились 50% купон и на том спасибо!;Тест;1
Забрал, ориентировался по фото, координаты не совпали, разница 19 метров. Кач нормальный, вес достойный. Спасибо.;Тест;1
Спасибо! Всё ок!!!;Тест;1
Спасибо все забрали 10 за сервис;Тест;1
всё четко, шнурки наклонился завязать и за секунду нашёл клад) 5 мин от метро, местечко не палевное, кладмену 5+, а пробовать на качество буду на выходных.;Тест;1
все супер! спасибо!;Тест;1
клад влет!! стафф пушка!! буду брать еще !!;Тест;1
Квест 10/10. Снято в касание. По качеству отпишу позже;Тест;1
Забрал в касание. Если вывезу, оставлю доп отзыв прямо во время трипа.;Тест;1
Клад на месте, по качеству - путешествие планируется завтра, но тут всегда все отлично :);Тест;1
Первая в жизни закладка, безлюдный тихий двор, от метро не очень далеко, упаковано надёжно. В общем, магазином доволен.;Тест;1
Удобное место, легко нашел и забрал, очень профессионально все сделано. В ближайшие дни попробую, надеюсь качество тоже порадует.;Тест;1
Всё просто отлично. Место выбрано с толком, описание без единой ошибки. Спасибо ЦУМу за первоклассный сервис, потрясающую клиентоориентированность и замечательные марки, не знающие себе аналога на всей площадке. Рекомендую всем прочитавшим закупаться исключительно здесь! ;Тест;1
"Клад на месте, поковырялся немного, но тайник стоящий того;) Путешествие каждый раз полностью новый опыт";Тест;1
Спасибо, все на месте.;Тест;1
10|10|10 Спасибо!);Тест;1
Забрал в касание, еду пробовать. Спасибо магазину ));Тест;1
в касанние пушечный стаффчик;Тест;1
Был ненаход,привёл все аргументы,клады были красные,дед вышел с дома,сказал,мол вчера на этом месте приняли парня с девушкой,очень огорчён,брал до этого шишку в магазине,все прошло ровно,но судя по отзывам у всех все было хорошо,видимо мне просто не повезло,модера звать не стал,все равно без толку;Тест;-1
Это самый отвратительный стафф из всех что я пробовал, эйфории почти нет, за то рвота 10/10 выворачивает уже второй час спасибо!!!!!!!!!!!;Тест;-1
"После лестных отзывов решили заказать. В итоге ненаход. Магазин накормил историями о ""самом лучщем кладмене"" и на этом все. Никакого встречного движения. Удачи остальным...но лучше подумайте перед тм как заказывать тут.";Тест;-1
Первая покупка тут и мимо. Не знаком с данным магазином, оценку никакую поставить не могу, увы. Может в следующий раз.;Тест;-1
5 покупка подряд и снова нечего. Диспут уже не реал открыть. Одни возвраты.;Тест;-1
Ненаход,шкурное место около бара,админу писать не стал так как знаю,что это не поможет;Тест;-1
Метро указано не верно, по факту ничего нет;Тест;-1
Если ненаход, то Пустая трата времени и денег, если меньше 5 покупок в этом магазине, то даже разбираться не будут.;Тест;-1
На месте не чего не оказалось! Магазин на встречу ни как ни идёт! Так что при покупке в данном магазе будьте готовы к швырку!крайне не советую данного продавца!;Тест;-1
К сожелению таблов на месте не было, да и двери в падик где должен был быть этот адрес не открывались так как было написанно курером. Так что есть основания считать что адреса там не было вообще из начально! ММ данный вопрос решать отказался, по этому я не советую обращяться в данный ММ. Моя оценка-0. V.S;Тест;-1
Товара не было! Магазин отказал в решении данного вопроса! Деньги на ветер!;Тест;-1
клада на месте не фото ближнее плохо сопадало кароч бичи вы;Тест;-1
Ненаход. Было бы странно, если бы было по-другому, т.к. клад в подъезде. А это уже означает на 99%, что ничего там нет. Не надо так.;Тест;-1
Кладмен написал неправильный код к подъезду, не уточнил в каком именно лифте спрятан клад. Осмотрела оба лифта в нужном месте и ничего не нашла. Даже не захотела диспут открывать... 0 из 10;Тест;-1
Ребята спасибо уважили всем не по 10 балов а по дохуя кладмен себе бери ещё больше ели отыскал;Тест;-1
Все четко, все было на месте где указано, качество;Тест;-1
Ненаход, изза одноц штуки открывать диспут не вижу смысла;Тест;-1
ненаход!клад взорван!полный отстой! магаз кричит,мол клад свежий,пропажа невозможна и перезаклада не будет,что у меня мало покупок, и чтоб я закрыл диспут.....ок закрыл диспут...кладмену незачёт;Тест;-1
Крайне не рекомендую брать в данном магазине! Два ненахода за одну неделю!в диспуте ничего не решается! Клиентов своих не ценят совсем! Если это последний варик, то не берите даже его! Магаз параша и кура в Самаре конченный ссаный ублюдок;Тест;-1
Была купленна закладка , а именно прикоп на м.Пражская . Уже с начала покупки клад вызвал подозрения , так как на фото пак просто положили рядом с деревом на ростоянии 2-3 см от дерева (где у дерева растут корни) .Прикоп оказался по центру Битцевского леса и так спрятали 1 колесо.Шёл от метро где то 30-40минут , в итоге ненаход.Дерево было вскопано всё покругу.Магазину были предоставлены 100% доказательства , обманывать ради 1 колеса подмосковного разлива . Сами понимаете... В итоге магазин не пошёл на встречу , как я понимаю , стафф себе забрал кладмен.Сошкурить не могли , место вообще не людное. С решением вопроса очень долго тянули , больше 24+ч. Не советую.Я бы не стал покупать здесь даже с прокаченным аккаунтом , так как очень долго тянули с решением вопроса , и сразу было понятно что будет 100% отказ.;Тест;-1
0-кладмэн...ты круглое на пражской заложить не можешь. ? Заныкал в часе от указанного места в глухом лесопарке как будто кило кокса заныкал... Это пипец... да и колесо так себе. 0-0-0;Тест;-1
Ненаход, в магазине послали с перезакладом. Говорят около подьезда напротив входа на рынок не людное место - не берите тут;Тест;-1
Пусто или ненаход, навстречу магазин не пошел;Тест;-1
Очень нравился этот магазин - до сегодняшнего дня . Во первых продавец указал в местоположении район города, но по факту от этого района нужно было еще 40 минут ехать мимо нескольких деревень. Во вторых , по моему прибытию на место заклада, я обнаружил что все в ближайшем радиусе изрыто - на месте явно кто то был до меня, и на фотографии это отчетливо видно. После показа мною фотографиии продавец хотел увидеть фотографиии именно моей ямы , на том месте где я искал.... Понятное дело что возвращаться на то место - себе дороже как в финансовом плане, так и в безопасности . Ни к кому я притензий не имею, но хочу передупредить людей - если у вас будет не наход, не разчитывайте что можно нормально по человечески договориться с продавцом.;Тест;-1
"От магазина было 2 ненахода подряд. Говорю честно - это первые и единственные ненаходы за многие годы участия в этой сфере. Оба случая закрыты в пользу магазина. В первом случае явно шкороходство, т.к было в месте, где просто видно под каждым деревом клад и по всюду была изолента. Во втором почти то же самое, но чувствую задницей - кладмен даже не делал там клад, это было видно. Лично мое мнение - магазин, основываясь на своей репутации стал нагло врать покупателям и прикрывать своих ""отличных"" работников. Заслуженная оценка и рекомендации не покупать в данном магазине в подарок!";Тест;-1
Клада не было на месте, отказали в перезакладе и скидки;Тест;-1
В очередной раз пустой адрес, диспут бессмыслен, магазин занимается кидаловом.;Тест;-1
Ужасный магазин!!!! За один день 2 ненахода. Кладмен конченный, надеюсь его поймайю!!! Модер ублюдок, послал меня. Настроение испорчено. Деньги все просрал. Деньги не вернули, перезаклад ни за 1 ненаход не дали. Не советую что то здесь брать. Если не нашли, можете даже диспут не открывать и сразу покупать в другом магазе. Не понимаю почему этот магаз считается топовым. Просто идите на....;Тест;-1
На месте ничего не было.....;Тест;-1
Ненаход ,спасибо магазину;Тест;-1
Магазин ровный но не настолько чтоб идти на встречу и решать вопрос!минер прятать научись !;Тест;-1
Фото и место ок, был уверен что клад найду. Но очень похоже что работник решил сделать пустышку. Всю землю в круг чуть ли не ситом просеили. Магазину предоставил все что просили. Но с учётом причины отказа, не очень понятно зачем вообще повторно отправили за фотографиями.;Тест;-1
НЕНАХОД! просто проходной падик выдали в аказе и даже не скрывали этого!!! Хорошо что модер в мою пользу закрыл)))))) Нефиг обманывать людей;Тест;-1
Не нашёл,туса отменилась но слава яйцам вернули настроение закрытием диспута в мою сторону;Тест;-1
Чайки сняли. Магазину минус.;Тест;-1
Ненаход. Магазин не пошел на уступки. Клады очень давние. Никому не советую в магазин больше не ногой!;Тест;-1
Топ квесты, спасибо! Наход даже ночью, поиски занимают пару минут))) координаты точные) Места хорошие, комаров и правда очень много) кладмену на чай передайте);Тест;1
Лучший магазин, даже дополнять нечего, 10/10/10;Тест;1
Все четко,как обычно,лучший магазин;Тест;1
Дома, стаф норм!;Тест;1
Касание качает,;Тест;1
в касание, качество огонь;Тест;1
Лав шоп как всегда пууууушка. Это действительно самый надежный магаз. Что не покупа - наход. Спасибо люблю;Тест;1
все окей ) обнял;Тест;1
Все на месте, в касание);Тест;1
Шоп не нуждается в представлении, все супер!;Тест;1
Легко забрал клад, не в касание конечно, зато надежно) курьеры у вас топ, мне кажется я у вас никогда ненаход не ловил, стаф немного влажный, но быстро высох и все збс;Тест;1
Птичка в клетке;Тест;1
Забрал;Тест;1
Были недопонимания с координатоми, но всё нашлось 10/10/10;Тест;1
Всё в лучшем виде! Все судьи 10 баллов!;Тест;1
Всё ровно, как всегда 10\10\10 Народ, не выкидывайте упаковку из-под клада на том месте, где его подняли. Полянку где лежал мой взорвали всю. Не нашли) ещё попрошу упаковывать в 2 зип-лока, в этот раз был один, стаф намок, но не критично.;Тест;1
Знакомство с этого акка с лав шопом началось с двух пыхов по 0,5 в советском районе(блин ребят полностью Вас понимаю ,когда подобные устраиваются работать к Вам,да и смекалки ноль,просто кинуть в кусты и так дальше идя и разбрасывая,ну это конечно край идиотизма и это называется тайник, надеюсь подобных не будет больше) подождали курьера ,он чёт не пришёл в диспут ((((видимо чувствует за собой что-то , поговорили с администрацией магазина ,там оказались очень порядочные, адекватные и справедливые ребятки ,сделали купон,доплатил ,пошел забрал ,все равно, благодарю,щас поеду опять;Тест;1
Все забрал;Тест;1
Все, как и всегда, на высшем уровне. Спасибо.;Тест;1
Нашли кое как( фото размазанные не понятно точное место, качество конечно того стоит!;Тест;1
Всё пучком!);Тест;1
Все отлично!;Тест;1
Нашлось респект магазину за качество;Тест;1
Шикарный и приятный стафф. Эйфорит, легко идет. Всей команде магаза 10/10!;Тест;1
в касание ));Тест;1
в касание вы лучшие;Тест;1
Все хорошо дома;Тест;1
"10 из 10 Клад отличный, стафф и того лучше ;)";Тест;1
Спасибо все ок!;Тест;1
"Всё отлично, спасибо ;)";Тест;1
Клад лежал на виду снялся легко. Качество достойное.;Тест;1
Успех, гуд четко;Тест;1
Всё ОК.... Магазин ТОП;Тест;1
Дома))) качество на 10;Тест;1
Кладмен молодец. Хорошее место. Отличные фотки.;Тест;1
Все хорошо;Тест;1
Все ок! Впринципе как и всегда;Тест;1
Все чётко в касание, правда ебеня пипец, но оно того стоило. 10.10.10;Тест;1
найдено , все отлично;Тест;1
Снял не в касакние, так как рядом терлись шкуродеры, прямо ходили вдоль реки и внаглую шукали под каждый камень и куст. Везде валяется рваная иза, кто-то жарит шашлыки прям у клада. Ставлю 10 только из-за качества. Место палевное. Хотелось бы купончик.;Тест;1
Все как и всегда. Бери не думай;Тест;1
Все четко как обычно;Тест;1
Нашли легко! Все супер! Став ахуенен;Тест;1
Ван тач спасибо за быстрое решение проблемы лавки);Тест;1
Как всегда пиздешь клад свежий лежал в колесе камень. Приехал там пусто, пиздаболов банда сидит там.. Через клад кладут, модераторы пидрилв ебучие мам их ебал раком каждого за такое отношение. Что ни дуспут то в пользу магазина, уебише ебаное что бы вы все сука сдохли мрази или вас всех посадили а ваших жён,лдочерей, сыновей родителей ебали ужасно и каждый сука час они мучались от самых адских болезней;Тест;1
Все зашибетельно);Тест;1
В касание, кладмен красавчик;Тест;1
все как всегда четко;Тест;1
всем спасибо;Тест;1
Спасибо все хорошо;Тест;1
На этот раз нашел ,перед этим был клад на Стрельне в лесу ,прошел через болото ,весь в грязи оказался ,покусали комары ,ещё не было адреса ставлю оценку самую низкую;Тест;-1
"забрал, но не в касанте клад лежал рядом с участковым пунктом под камерами явно магазин красный просто действовал по стелсу, на кортачках под кустами полз 100 метров, по итогу забрал качество норм, но магаз явно красный, брал тут до этого 1 раз все было норм, но не этот клад. ребзя обходите магазин стороной ведь неизвестно кактй клад вам выдадут не факт что вам повезет забрать красный клад как мне, после того как забрал сразу. дал ран и спрчтался через шоссе в кустах за гаражами, пососите уроды. тру стори, мой одногруппник брал в этом магазе два года назад когда он еще был ""алхимик"" 10 грамм соли, по итогу их с другом хапнули на остановке и поцаны влетели на бабки, мусора знали куда положил и что было внутри, ребята и администрация гидры закрывайте эту красную помойку нафиг пока";Тест;-1
